"gvkey","year","Filing","Date","Restate_Int"
8699,2008,"0000950134-08-021933","12/10/2008",0
8699,2009,"0000950123-09-070233","12/11/2009",0
8717,2005,"0001047469-05-017527","6/17/2005",0
8717,2006,"0001193125-06-129833","6/14/2006",0
8717,2007,"0001193125-07-127000","5/31/2007",0
8717,2008,"0001193125-08-124576","5/29/2008",0
8717,2009,"0001193125-09-120337","5/28/2009",0
8759,2005,"0000950137-05-008451","7/7/2005",0
8762,2005,"0000950152-05-007351","8/29/2005",0
8762,2006,"0000950152-06-007291","8/29/2006",0
8762,2007,"0000950152-07-007152","8/28/2007",0
8762,2008,"0000950152-08-006832","8/28/2008",0
8762,2009,"0001193125-09-175986","8/14/2009",0
8768,2006,"0000950117-06-003924","9/20/2006",0
8768,2007,"0000930413-07-007606","9/21/2007",0
8768,2008,"0000930413-08-005716","9/25/2008",0
8807,2005,"0001108426-05-000030","3/1/2005",0
8807,2006,"0001108426-06-000040","3/14/2006",0
8807,2007,"0001108426-07-000028","3/1/2007",1
8807,2008,"0001108426-08-000032","2/29/2008",0
8807,2009,"0001108426-09-000022","3/2/2009",0
8808,2005,"0001047469-05-004960","2/28/2005",0
8808,2006,"0000754737-06-000045","3/2/2006",0
8809,2005,"0001015402-05-001025","3/2/2005",0
8809,2006,"0000004904-06-000042","3/1/2006",0
8809,2007,"0000004904-07-000049","2/28/2007",0
8809,2008,"0000004904-08-000025","2/28/2008",0
8809,2009,"0000004904-09-000042","2/27/2009",0
8810,2005,"0000950117-05-000790","3/1/2005",0
8810,2006,"0000950117-06-000927","2/28/2006",0
8810,2007,"0000930413-07-001699","2/28/2007",0
8810,2008,"0000930413-08-001260","2/28/2008",0
8810,2009,"0000930413-09-001045","2/26/2009",0
8811,2005,"0001144204-05-009250","3/30/2005",0
8815,2005,"0000081061-05-000046","3/10/2005",0
8815,2006,"0000081061-06-000057","3/16/2006",0
8815,2007,"0000081061-07-000013","2/28/2007",0
8815,2008,"0001193125-08-043806","2/29/2008",0
8815,2009,"0001193125-09-041209","2/27/2009",0
8818,2005,"0001085392-05-000044","3/1/2005",0
8818,2006,"0001085392-06-000031","2/28/2006",0
8818,2007,"0001085392-07-000024","3/1/2007",0
8818,2008,"0001085392-08-000006","2/29/2008",0
8818,2009,"0001085392-09-000007","3/4/2009",0
8826,2006,"0001104659-06-076952","11/21/2006",0
8826,2007,"0001362310-07-003014","11/14/2007",0
8826,2008,"0001362310-08-007354","11/14/2008",0
8826,2009,"0000950123-09-062329","11/13/2009",0
8832,2008,"0001144204-08-024108","4/24/2008",0
8832,2009,"0001362310-09-005314","4/15/2009",0
8838,2009,"0000081318-09-000003","3/31/2009",0
8850,2005,"0001193125-05-049314","3/14/2005",0
8850,2006,"0001193125-06-052033","3/13/2006",0
8850,2007,"0001193125-07-050444","3/9/2007",0
8850,2008,"0001193125-08-049776","3/7/2008",0
8850,2009,"0001193125-09-045897","3/5/2009",0
8858,2005,"0001169232-05-003136","6/14/2005",0
8858,2006,"0001169232-06-002753","6/13/2006",0
8858,2007,"0001169232-07-002635","6/8/2007",0
8858,2008,"0001169232-08-002302","6/12/2008",0
8858,2009,"0001169232-09-002861","6/1/2009",0
8859,2005,"0001104659-05-061948","12/21/2005",0
8859,2006,"0001362310-06-000411","12/15/2006",0
8864,2005,"0000950153-05-000050","1/13/2005",0
8864,2006,"0001206774-06-002651","12/21/2006",0
8864,2007,"0001206774-07-002861","12/12/2007",0
8864,2008,"0001206774-08-001970","12/10/2008",0
8864,2009,"0001206774-09-002189","11/24/2009",0
8867,2005,"0000709283-05-000043","6/8/2005",0
8867,2006,"0000709283-06-000020","6/12/2006",0
8867,2007,"0001193125-07-134671","6/13/2007",0
8867,2008,"0001193125-08-133393","6/13/2008",0
8867,2009,"0001193125-09-141705","6/30/2009",0
8873,2005,"0001047469-05-005570","3/7/2005",0
8873,2006,"0000751652-06-000010","3/2/2006",0
8873,2007,"0000751652-07-000007","2/28/2007",0
8873,2008,"0000751652-08-000012","2/27/2008",0
8873,2009,"0000751652-09-000009","2/27/2009",0
8881,2005,"0001104659-05-043904","9/13/2005",0
8881,2006,"0001104659-06-060904","9/13/2006",0
8881,2007,"0001104659-07-068644","9/12/2007",0
8881,2008,"0001047469-08-010073","9/15/2008",0
8892,2005,"0000700841-05-000006","3/17/2005",0
8892,2006,"0000700841-06-000004","3/23/2006",0
8892,2007,"0000700841-07-000009","3/22/2007",0
8892,2008,"0000700841-08-000010","3/20/2008",0
8892,2009,"0001104659-09-020785","3/27/2009",0
8901,2005,"0001167966-05-000383","3/16/2005",0
8901,2006,"0001188112-06-000661","3/13/2006",0
8901,2007,"0001188112-07-000585","3/2/2007",0
8901,2008,"0001188112-08-000719","3/4/2008",0
8901,2009,"0001188112-09-000487","3/5/2009",0
8902,2005,"0000950152-05-007057","8/15/2005",0
8902,2006,"0000950152-06-007634","8/29/2002",0
8902,2009,"0000950123-09-026127","7/28/2009",0
8925,2005,"0000950153-05-000541","3/16/2005",0
8925,2006,"0000950153-06-000690","3/16/2006",0
8947,2005,"0000950134-05-005940","3/24/2005",0
8947,2006,"0000950134-06-005029","3/14/2006",0
8947,2007,"0000950134-07-005937","3/16/2007",0
8947,2008,"0000950134-08-004747","3/13/2008",0
8947,2009,"0000950134-09-004608","3/6/2009",0
8958,2005,"0000950134-05-006592","3/31/2005",0
8958,2006,"0000950134-06-006447","4/3/2006",0
8958,2007,"0000950137-07-004922","3/30/2007",0
8958,2008,"0000950137-08-004860","3/31/2008",0
8958,2009,"0000950137-09-002465","3/31/2009",0
8972,2005,"0001193125-05-050699","3/15/2005",1
8972,2006,"0001193125-06-042984","3/2/2006",0
8972,2007,"0001193125-07-037249","2/22/2007",0
8972,2008,"0001193125-08-039853","2/27/2008",0
8972,2009,"0001193125-09-037012","2/25/2009",0
9016,2005,"0001206774-05-000363","3/16/2005",0
9016,2006,"0000082811-06-000019","3/15/2006",0
9016,2007,"0000082811-07-000021","2/28/2007",0
9016,2008,"0000082811-08-000005","2/27/2008",0
9016,2009,"0000082811-09-000004","2/25/2009",0
9023,2005,"0001104659-05-043564","9/9/2005",0
9023,2006,"0001104659-06-060350","9/11/2006",0
9023,2007,"0001104659-07-065959","8/29/2007",0
9023,2008,"0001047469-08-009787","8/29/2008",0
9023,2009,"0001047469-09-008042","8/28/2009",0
9048,2005,"0001193125-05-064646","3/30/2005",0
9063,2005,"0000950144-05-001788","2/24/2005",0
9063,2006,"0000950144-06-001745","3/3/2006",0
9063,2007,"0000950144-07-001673","2/28/2007",0
9063,2008,"0000950144-08-001449","2/28/2008",0
9063,2009,"0000950144-09-001303","2/17/2009",0
9125,2005,"0001193125-05-175538","8/26/2005",0
9125,2006,"0001193125-06-183404","8/31/2006",0
9125,2007,"0001193125-07-184605","8/16/2007",0
9125,2008,"0001193125-08-162766","7/31/2008",0
9125,2009,"0001193125-09-154049","7/23/2009",0
9154,2009,"0001031726-09-000002","7/29/2009",0
9155,2005,"0000950136-05-002416","4/29/2005",0
9155,2006,"0001104659-06-029024","4/28/2006",0
9155,2007,"0001104659-07-032827","4/30/2007",0
9155,2008,"0001047469-08-005477","4/29/2008",0
9155,2009,"0001047469-09-004278","4/17/2009",0
9171,2005,"0001193125-05-245846","12/21/2005",0
9171,2006,"0001193125-06-257162","12/20/2006",0
9171,2007,"0001193125-07-270189","12/21/2007",0
9171,2008,"0001193125-08-257027","12/19/2008",0
9171,2009,"0001193125-09-253667","12/16/2009",0
9173,2005,"0000950152-05-009608","11/29/2005",0
9173,2006,"0000950152-06-009352","11/14/2006",0
9173,2007,"0000950152-07-008946","11/13/2007",0
9173,2008,"0000950152-08-008278","10/28/2008",0
9173,2009,"0000950123-09-053182","10/26/2009",0
9177,2008,"0000355300-08-000013","4/15/2008",0
9203,2005,"0000950123-05-013478","11/10/2005",0
9203,2006,"0000950123-06-013812","11/9/2006",0
9203,2007,"0001193125-07-250273","11/19/2007",0
9203,2008,"0001193125-08-241034","11/21/2008",0
9203,2009,"0000950123-09-063897","11/18/2009",0
9216,2005,"0001157523-05-002672","3/18/2005",0
9216,2006,"0001157523-06-003198","3/31/2006",0
9216,2007,"0001157523-07-002100","2/27/2007",0
9216,2008,"0001157523-08-001787","2/27/2008",0
9216,2009,"0001157523-09-001682","2/26/2009",0
9217,2005,"0000893220-05-000445","3/1/2005",0
9217,2006,"0000893220-06-000418","3/2/2006",0
9217,2007,"0000893220-07-000506","2/28/2007",0
9225,2005,"0000084839-05-000028","3/11/2005",0
9225,2006,"0000912057-06-000285","3/6/2006",0
9225,2007,"0001047469-07-001460","2/28/2007",0
9225,2008,"0001047469-08-002054","2/29/2008",0
9230,2005,"0000914317-05-001131","3/31/2005",0
9230,2006,"0000914317-06-000957","3/31/2006",0
9230,2007,"0000914317-07-000909","4/2/2007",0
9230,2008,"0000914317-08-000942","3/31/2008",0
9248,2005,"0001206774-05-000592","4/14/2005",0
9248,2006,"0001206774-06-000745","4/12/2006",0
9248,2007,"0001206774-07-000885","4/3/2007",0
9248,2008,"0001206774-08-000659","4/1/2008",0
9248,2009,"0001206774-09-000660","3/31/2009",0
9258,2005,"0000950129-05-002524","3/16/2005",0
9258,2006,"0000950129-06-002704","3/16/2006",0
9258,2007,"0000950129-07-001047","2/28/2007",0
9258,2008,"0000950129-08-001384","2/29/2008",0
9258,2009,"0000950129-09-000706","3/2/2009",0
9284,2005,"0001206774-05-001960","12/7/2005",0
9284,2006,"0001206774-06-002510","12/6/2006",0
9284,2007,"0001206774-07-002744","11/29/2007",0
9284,2008,"0001206774-08-001898","11/24/2008",0
9284,2009,"0001206774-09-002169","11/20/2009",0
9289,2005,"0001104659-05-014360","3/31/2005",0
9289,2006,"0001104659-06-025772","4/19/2006",1
9289,2007,"0001104659-07-024396","3/30/2007",0
9289,2008,"0001047469-08-003951","4/1/2008",0
9289,2009,"0000950123-09-005865","3/31/2009",1
9299,2005,"0000950144-05-001833","2/24/2005",0
9299,2006,"0000950144-06-001313","2/17/2006",0
9299,2007,"0000950144-07-001288","2/15/2007",0
9299,2008,"0000950144-08-000905","2/12/2008",0
9299,2009,"0000950144-09-001161","2/11/2009",0
9319,2005,"0001193125-05-077603","4/15/2005",0
9319,2006,"0001193125-06-069532","3/31/2006",0
9323,2005,"0000090045-05-000004","3/30/2005",0
9323,2006,"0000090045-06-000021","3/30/2006",0
9323,2007,"0000090045-07-000018","3/30/2007",0
9323,2008,"0000090045-08-000008","3/28/2008",0
9323,2009,"0000090045-09-000010","3/30/2009",0
9324,2005,"0001206774-05-000274","3/7/2005",0
9324,2006,"0000950005-06-000199","3/7/2006",0
9324,2007,"0001104659-07-017528","3/9/2007",0
9324,2008,"0001140361-08-006293","3/10/2008",0
9324,2009,"0001193125-09-047816","3/9/2009",0
9325,2005,"0000893220-05-000656","3/24/2005",0
9325,2006,"0000893220-06-000665","3/24/2006",0
9325,2007,"0000893220-07-000925","3/26/2007",0
9325,2008,"0000893220-08-000900","3/28/2008",0
9325,2009,"0001362310-09-005343","4/15/2009",0
9340,2005,"0000950137-05-003100","3/16/2005",0
9340,2006,"0000950137-06-003139","3/16/2006",0
9340,2007,"0000892569-07-000181","3/1/2007",0
9340,2008,"0000892569-08-000332","3/17/2008",0
9359,2005,"0001193125-05-052818","3/16/2005",0
9359,2006,"0001193125-06-050988","3/10/2006",0
9359,2007,"0001193125-07-039903","2/26/2007",0
9359,2008,"0001193125-08-038856","2/26/2008",0
9359,2009,"0001193125-09-043434","3/3/2009",0
9367,2006,"0001193125-06-002738","1/6/2006",0
9367,2007,"0001193125-07-007001","1/16/2007",0
9367,2008,"0001193125-08-011381","1/24/2008",0
9372,2009,"0000897101-09-000381","2/27/2009",0
9397,2005,"0001193125-05-193296","9/28/2005",0
9411,2005,"0001193125-05-179846","9/2/2005",0
9411,2006,"0001193125-06-190736","9/14/2006",0
9411,2007,"0001193125-07-191200","8/29/2007",0
9411,2008,"0001193125-08-185424","8/27/2008",0
9411,2009,"0001193125-09-182145","8/26/2009",0
9441,2008,"0001193125-08-071143","3/31/2008",0
9445,2007,"0000754737-07-000017","3/1/2007",0
9445,2008,"0000754737-08-000008","2/29/2008",0
9445,2009,"0000754737-09-000004","2/27/2009",0
9466,2005,"0000930413-05-005569","8/8/2005",0
9466,2006,"0000930413-06-005646","8/9/2006",0
9466,2007,"0000930413-07-006318","7/30/2007",0
9466,2008,"0000930413-08-004578","7/30/2008",0
9466,2009,"0000930413-09-003936","7/30/2009",0
9472,2005,"0000950152-05-009248","11/14/2005",0
9472,2006,"0000950152-06-008728","11/3/2006",0
9472,2007,"0000950152-07-008407","10/31/2007",0
9472,2008,"0000950152-08-008421","10/30/2008",0
9472,2009,"0000950123-09-053200","10/26/2009",0
9481,2009,"0001144204-09-020153","4/13/2009",0
9490,2009,"0000087802-09-000012","9/24/2009",0
9521,2005,"0001047469-05-007163","3/21/2005",0
9521,2006,"0000950134-06-005168","3/15/2006",0
9521,2009,"0001193125-09-055630","3/16/2009",0
9538,2005,"0000088121-05-000004","3/4/2005",0
9538,2006,"0000088121-06-000002","3/7/2006",0
9538,2007,"0000088121-07-000002","3/5/2007",0
9538,2008,"0000088121-08-000002","2/28/2008",0
9538,2009,"0000088121-09-000004","3/2/2009",0
9551,2009,"0001144204-09-037286","7/14/2009",0
9555,2005,"0001047469-05-007189","3/21/2005",0
9555,2006,"0001047469-06-003481","3/15/2006",0
9555,2007,"0001104659-07-015123","3/1/2007",0
9555,2008,"0001047469-08-002080","2/29/2008",0
9555,2009,"0001047469-09-002102","3/2/2009",0
9590,2005,"0000897101-05-000850","4/1/2005",0
9590,2006,"0000897101-06-000606","3/17/2006",0
9590,2007,"0000897101-07-000611","3/19/2007",0
9590,2008,"0000897101-08-000593","3/12/2008",0
9590,2009,"0000897101-09-000465","3/10/2009",0
9599,2005,"0001193125-05-077787","4/15/2005",0
9599,2006,"0001193125-06-079819","4/14/2006",1
9599,2007,"0001193125-07-080940","4/13/2007",0
9599,2008,"0001193125-08-067303","3/27/2008",0
9599,2009,"0001193125-09-063579","3/26/2009",0
9611,2005,"0000950129-05-003137","3/31/2005",0
9611,2006,"0000950129-06-002253","3/6/2006",0
9611,2007,"0000950129-07-001051","3/1/2007",0
9611,2008,"0000950129-08-001405","3/3/2008",0
9611,2009,"0000950134-09-004094","3/2/2009",0
9613,2005,"0001052045-05-000104","3/4/2005",0
9613,2006,"0001169232-06-001294","2/28/2006",0
9613,2008,"0001047469-08-003560","3/28/2008",0
9613,2009,"0001047469-09-003485","3/31/2009",0
9614,2005,"0000950144-05-002985","3/23/2005",0
9614,2006,"0000950144-06-002391","3/16/2006",0
9614,2007,"0000950144-07-002257","3/15/2007",0
9619,2009,"0001110550-09-000013","3/27/2009",0
9664,2005,"0001169232-05-001760","3/22/2005",0
9664,2006,"0001169232-06-001632","3/21/2006",0
9664,2007,"0001169232-07-001444","3/16/2007",0
9664,2008,"0001169232-08-001319","3/13/2008",0
9664,2009,"0001169232-09-001373","3/9/2009",0
9667,2005,"0000950152-05-001943","3/10/2005",0
9667,2006,"0000950152-06-001786","3/7/2006",0
9667,2007,"0000950152-07-001637","2/28/2007",0
9667,2008,"0000950152-08-001496","2/28/2008",0
9667,2009,"0000950152-09-001707","2/24/2009",0
9686,2005,"0001068800-05-000203","3/24/2005",0
9686,2006,"0001068800-06-000226","3/27/2006",0
9693,2009,"0001144204-09-019724","4/9/2009",0
9698,2005,"0000950152-05-010016","12/16/2005",0
9698,2006,"0000950152-06-010193","12/15/2006",0
9698,2007,"0000950152-07-009626","12/14/2007",0
9698,2008,"0000950152-08-010258","12/15/2008",0
9698,2009,"0000950123-09-070768","12/15/2009",0
9699,2005,"0001193125-05-048970","3/14/2005",0
9699,2006,"0001193125-06-053737","3/14/2006",0
9699,2007,"0001193125-07-041029","2/27/2007",0
9699,2008,"0001193125-08-038430","2/26/2008",0
9699,2009,"0001193125-09-041007","2/27/2009",0
9715,2005,"0001104659-05-043746","9/12/2005",0
9715,2006,"0001104659-06-060902","9/13/2006",0
9715,2007,"0001104659-07-071067","9/25/2007",0
9715,2008,"0001047469-08-009986","9/10/2008",0
9715,2009,"0001193125-09-189390","9/9/2009",0
9748,2006,"0000914317-06-000715","3/2/2006",0
9748,2007,"0000914317-07-000582","3/8/2007",0
9761,2005,"0000950137-05-009303","7/29/2005",0
9761,2006,"0000950137-06-008690","8/4/2006",0
9761,2007,"0000950137-07-011289","8/3/2007",0
9761,2008,"0000950137-08-010051","8/1/2008",0
9761,2009,"0000950123-09-028438","7/31/2009",0
9771,2005,"0001193125-05-032911","2/18/2005",0
9771,2006,"0001193125-06-038388","2/24/2006",0
9771,2007,"0001193125-07-033962","2/16/2007",0
9771,2008,"0001193125-08-034592","2/20/2008",0
9771,2009,"0001193125-09-037280","2/25/2009",0
9772,2005,"0000950129-05-002439","3/15/2005",0
9772,2006,"0000950129-06-002581","3/13/2006",0
9772,2007,"0000950134-07-004449","3/1/2007",0
9774,2005,"0001193125-05-140386","7/11/2005",0
9774,2006,"0001193125-06-140842","6/30/2006",0
9774,2007,"0001193125-07-145467","6/28/2007",0
9774,2008,"0001193125-08-141434","6/26/2008",0
9774,2009,"0001193125-09-135941","6/24/2009",0
9777,2005,"0000950152-05-005873","7/12/2005",0
9777,2006,"0000950152-06-005568","6/30/2006",0
9777,2007,"0000950152-07-005388","6/26/2007",0
9777,2008,"0000950152-08-005018","6/27/2008",0
9777,2009,"0000950123-09-017972","6/26/2009",0
9778,2005,"0000897069-05-000548","2/25/2005",0
9778,2006,"0000897069-06-000518","2/21/2006",0
9778,2007,"0001104659-07-012161","2/20/2007",0
9778,2008,"0001104659-08-011401","2/19/2008",0
9778,2009,"0001104659-09-010323","2/18/2009",0
9799,2008,"0001144204-08-032692","5/29/2008",0
9799,2009,"0001144204-09-029208","5/22/2009",0
9812,2005,"0001047469-05-008530","3/31/2005",0
9812,2006,"0000091741-06-000007","3/31/2006",0
9812,2007,"0000091741-07-000005","3/26/2007",0
9812,2008,"0000091741-08-000003","3/25/2008",0
9812,2009,"0001140361-09-008084","3/27/2009",0
9815,2005,"0000950144-05-001972","3/2/2005",0
9815,2006,"0000950144-06-001529","2/27/2006",0
9815,2007,"0000950144-07-001705","2/28/2007",0
9815,2008,"0001193125-08-041845","2/28/2008",0
9815,2009,"0001193125-09-040463","2/27/2009",0
9831,2005,"0000091928-05-000021","3/9/2005",0
9831,2006,"0000091928-06-000018","3/3/2006",0
9831,2007,"0000091928-07-000009","3/1/2007",0
9831,2008,"0000091928-08-000020","2/29/2008",0
9831,2009,"0000091928-09-000020","3/2/2009",0
9835,2005,"0001104659-05-026594","6/2/2005",0
9835,2006,"0001193125-06-119235","5/25/2006",0
9835,2007,"0001193125-07-117419","5/17/2007",0
9835,2009,"0001193125-09-038416","2/26/2009",0
9841,2005,"0000950124-05-001353","3/8/2005",0
9846,2005,"0000827052-05-000050","3/16/2005",0
9846,2006,"0000827052-06-000030","3/7/2006",0
9846,2007,"0001193125-07-042000","2/28/2007",0
9846,2008,"0000892569-08-000173","2/27/2008",0
9846,2009,"0000892569-09-000150","3/2/2009",0
9848,2005,"0000086521-05-000016","2/23/2005",0
9848,2006,"0000086521-06-000010","2/23/2006",0
9848,2007,"0000086521-07-000016","2/23/2007",0
9848,2008,"0000086521-08-000017","2/26/2008",0
9848,2009,"0000086521-09-000012","2/24/2009",0
9849,2005,"0000950129-05-002525","3/16/2005",0
9849,2006,"0001104659-06-016623","3/15/2006",0
9849,2007,"0001104659-07-020021","3/16/2007",0
9849,2008,"0001104659-08-017696","3/14/2008",0
9849,2009,"0001104659-09-017660","3/13/2009",0
9860,2005,"0000950129-05-002975","3/29/2005",0
9860,2006,"0000950129-06-002748","3/16/2006",0
9860,2007,"0000950129-07-001034","2/28/2007",0
9860,2008,"0000950129-08-001514","3/5/2008",0
9860,2009,"0000950129-09-000692","3/2/2009",0
9867,2005,"0000203248-05-000042","3/16/2005",0
9867,2006,"0000203248-06-000013","3/16/2006",0
9867,2007,"0000203248-07-000025","3/1/2007",0
9867,2008,"0000203248-08-000011","2/29/2008",0
9867,2009,"0000203248-09-000005","2/26/2009",0
9882,2005,"0000950134-05-002093","2/4/2005",0
9882,2006,"0000950134-06-001553","2/1/2006",0
9882,2007,"0000950134-07-001724","2/1/2007",0
9882,2008,"0000950134-08-001572","2/4/2008",0
9882,2009,"0001193125-09-015591","2/2/2009",0
9898,2005,"0001047469-05-008489","3/31/2005",0
9898,2006,"0001104659-06-017387","3/16/2006",0
9898,2007,"0001104659-07-019865","3/16/2007",0
9898,2008,"0001104659-08-021109","3/31/2008",0
9899,2005,"0000732717-05-000176","3/11/2005",0
9899,2006,"0000732717-06-000008","3/1/2006",0
9899,2007,"0000732717-07-000015","2/26/2007",0
9899,2009,"0000732717-09-000007","2/25/2009",0
9902,2005,"0001015402-05-001006","3/1/2005",0
9902,2006,"0000004904-06-000043","3/1/2006",0
9902,2007,"0000004904-07-000048","2/28/2007",0
9902,2008,"0000004904-08-000027","2/28/2008",0
9902,2009,"0000004904-09-000041","2/27/2009",0
9904,2005,"0000007332-05-000025","3/8/2005",0
9904,2006,"0000007332-06-000031","3/6/2006",0
9904,2007,"0000007332-07-000009","3/1/2007",0
9904,2008,"0000007332-08-000026","2/28/2008",0
9904,2009,"0000007332-09-000004","2/26/2009",0
9906,2005,"0001104659-05-009422","3/4/2005",0
9906,2006,"0001104659-06-012567","2/28/2006",0
9906,2007,"0001104659-07-013273","2/23/2007",0
9906,2008,"0001104659-08-011809","2/20/2008",0
9906,2009,"0001104659-09-013535","3/2/2009",0
9916,2005,"0001157523-05-011119","12/30/2005",0
9916,2006,"0001144204-06-054549","12/27/2006",0
9916,2007,"0001144204-07-069539","12/28/2007",0
9916,2008,"0001144204-08-070853","12/23/2008",0
9916,2009,"0001144204-09-066703","12/29/2009",0
9919,2005,"0000905729-05-000122","3/16/2005",0
